-0.062727846	0.015840288	0.018443683	-0.016516248	0.084804215	-0.07753279	-0.0011961206	-0.078342274	-0.10054632	0.061776597	-0.11519997	-0.018184196	-0.074872084	-0.04175904	0.09011969	0.00077871594
0.025326513	-0.019595915	0.08862082	4.886715e-07	0.0441491	0.006364924	-0.0052581728	-0.058885287	-0.018424587	-0.024043823	-0.082499005	0.019352108	-0.15981635	0.06916016	-0.0073531894	0.0067033162
-0.06803254	0.13489011	-0.0391897	0.061267637	-0.13554089	-0.10644916	0.22818047	-0.0142921405	-0.073592044	-0.12076751	-0.1740663	-0.042870916	0.046107963	-0.0040685236	0.12337149	0.049710084
0.015248713	-0.03247161	-0.059479374	-0.04191887	0.029257268	0.10391417	-0.01955524	-0.09346591	-0.03429547	0.07463334	0.09442782	-0.07602013	0.12345124	0.018361371	0.10188426	-0.08172806
-0.09113152	-0.0036347732	-0.030081037	-0.06192502	-0.04875969	0.029608678	-0.085400544	0.025224898	-0.03790041	-0.065788224	0.035856485	0.024031345	0.08463758	-0.07299527	0.021515464	0.14060484
0.10227362	-0.016244784	0.042465463	-0.03768541	-0.18157662	0.07221406	0.02908897	0.13707487	0.16461377	0.11200357	-0.030867225	0.013532919	-0.10092185	0.09645838	0.018450888	-0.16360904
0.038575377	0.08611244	-0.03616806	0.06664804	-0.015072369	-0.055531178	0.00021068285	0.11608925	0.068497285	-0.022811737	0.018192768	-0.055795148	-0.15309711	0.046068434	-0.03798391	0.035401028
-0.029596422	0.06399956	-0.0005681474	-0.07848213	0.09053514	-0.0036596751	-0.051931582	-0.01600542	-0.06322118	-0.0012671188	0.0629721	0.014968659	-0.061171867	0.02120691	-0.07378531	-0.018618774
-0.06626081	-0.031233516	0.009825322	0.04831369	0.13961071	0.009621032	-0.026649127	-0.11256007	-0.023818877	0.118036546	-0.020233983	0.012756408	0.0066740043	0.08161405	0.08000472	-0.012179911
-0.091476254	-0.1293566	0.054728735	-0.030533487	-0.024902279	0.0039404165	-0.015983138	-0.081076324	0.023708578	-0.0015302366	-0.038259603	0.10879234	-0.06673089	0.08768468	0.038189713	0.032032534
0.05631652	-0.01630069	0.013764459	-0.11030086	-0.02572853	0.08430628	-0.07088367	-0.06557737	-0.02384891	-0.038807947	0.065282166	0.014893972	0.17023835	-0.08451063	0.057354752	-0.0885587
0.16360135	0.11798652	0.005213905	0.113328725	-0.10609434	0.13322955	0.031156082	-0.10428598	0.058620144	-0.07967788	-0.065593116	0.02810396	0.044373367	0.13765211	0.10299099	-0.06657898
-0.011641058	-0.07523476	-0.06273212	0.021176537	-0.08028522	0.039350703	-0.07106437	0.15584752	0.024045087	-0.058185343	0.13639215	-0.03646906	-0.0674558	-0.1615384	-0.12914796	-0.005690144
-0.11668762	-0.27686167	0.36896312	-0.32230926	0.1493464	0.34489924	-0.17615378	-0.098674774	-0.28570575	0.19427828	-0.15350108	0.36171284	0.17646794	-0.12064464	-0.26103407	-0.3338861
0.0900398	-0.0043322286	-0.07567312	0.069870435	-0.02274096	-0.0033207955	-0.018482612	0.04724675	0.06342265	0.09429921	-0.041598734	-0.018027425	0.028935445	0.093148015	0.002838646	0.07041827
0.010695517	-0.046159368	-0.07444422	-0.10443372	-0.060681693	0.047764	-0.037103906	0.035811976	-0.04085403	0.011357094	0.13421103	-0.028162546	0.10573403	-0.08448477	-0.052344374	-0.08994211
0.04846102	0.105329625	-0.10631683	0.1171286	-0.07762211	-0.049192924	0.000833681	0.093756825	0.04515398	-0.0566007	0.027623264	-0.03631371	-0.024896722	0.05862911	0.05792432	-0.0442283
0.012749391	0.03780797	-0.06067872	0.124714546	0.05627612	-0.085044675	-0.012559372	-0.06682139	0.12550287	-0.17280318	0.10787701	-0.00074572174	-0.03316696	-0.07820328	0.0023610126	0.1185776
0.3065032	0.32722515	-0.3825829	0.3823417	-0.17533827	-0.38907397	0.29285097	-0.023280147	0.38484216	-0.13049719	0.13574283	-0.40641466	-0.1661246	0.34599227	0.37743175	0.25460288
0.22413126	0.1874525	-0.32073	0.27880988	-0.15800484	-0.22832526	0.12787823	0.082773276	0.24506553	-0.08917566	0.1749597	-0.3173023	-0.14209671	0.10601828	0.20333065	0.19924325
0.12697119	0.080486394	0.08194021	-0.06336739	-0.0014986928	-0.022270327	0.017045207	-0.08400084	0.091693364	0.023961177	-0.0062207277	0.020033676	-0.07059184	0.09175504	0.077721484	-0.061905734
